Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
180,Entry short,2026-02-18 18:35,Short,4915.648,34.89,171506.9587,199.92,0.12,199.92,0.12,0,0.00,-1423.31,-14.23
181,Exit short,2026-02-18 19:30,Short Exit,4912.798,105.48,518401.8176,199.88,0.04,199.88,0.04,0,0.00,-1223.42,-12.23
181,Entry short,2026-02-18 19:30,Short,4914.693,105.48,518401.8176,199.88,0.04,199.88,0.04,0,0.00,-1223.42,-12.23
182,Exit short,2026-02-18 19:45,Short Exit,4907.108,50.55,248254.2346,199.93,0.08,199.93,0.08,0,0.00,-1023.5,-10.23
182,Entry short,2026-02-18 19:45,Short,4911.063,50.55,248254.2346,199.93,0.08,199.93,0.08,0,0.00,-1023.5,-10.23
183,Exit long,2026-02-18 20:55,Long Exit,4934.237,68.58,338191.0229,198.95,0.06,198.95,0.06,-100.2,-0.03,-824.54,-8.25
183,Entry long,2026-02-18 20:50,Long,4931.336,68.58,338191.0229,198.95,0.06,198.95,0.06,-100.2,-0.03,-824.54,-8.25
184,Exit long,2026-02-18 21:35,Long Exit,4960.432,15,74206.605,199.88,0.27,199.88,0.27,-44.88,-0.06,-624.67,-6.25
184,Entry long,2026-02-18 21:00,Long,4947.107,15,74206.605,199.88,0.27,199.88,0.27,-44.88,-0.06,-624.67,-6.25
185,Exit long,2026-02-19 00:35,Long Exit,5003.657,32.75,163669.828,199.94,0.12,199.94,0.12,0,0.00,-424.73,-4.25
185,Entry long,2026-02-19 00:30,Long,4997.552,32.75,163669.828,199.94,0.12,199.94,0.12,0,0.00,-424.73,-4.25
186,Exit long,2026-02-19 00:55,Long Exit,5000.974,34.27,171583.4472,-200.07,-0.12,140.61,0.08,-200.07,-0.12,-624.8,-6.25
186,Entry long,2026-02-19 00:45,Long,5006.812,34.27,171583.4472,-200.07,-0.12,140.61,0.08,-200.07,-0.12,-624.8,-6.25
187,Exit long,2026-02-19 02:05,Long Exit,5003.022,42.18,210827.5348,199.93,0.09,199.93,0.09,-41.21,-0.02,-424.87,-4.25
187,Entry long,2026-02-19 01:45,Long,4998.282,42.18,210827.5348,199.93,0.09,199.93,0.09,-41.21,-0.02,-424.87,-4.25
188,Exit long,2026-02-19 03:25,Long Exit,4990.624,45.59,227722.5971,-200.05,-0.09,24.98,0.01,-200.05,-0.09,-624.92,-6.25
188,Entry long,2026-02-19 03:20,Long,4995.012,45.59,227722.5971,-200.05,-0.09,24.98,0.01,-200.05,-0.09,-624.92,-6.25
189,Exit short,2026-02-19 04:35,Short Exit,4984.561,35.45,176502.6431,-200.04,-0.11,117.09,0.07,-200.04,-0.11,-824.96,-8.25
189,Entry short,2026-02-19 04:10,Short,4978.918,35.45,176502.6431,-200.04,-0.11,117.09,0.07,-200.04,-0.11,-824.96,-8.25
190,Exit short,2026-02-19 04:55,Short Exit,4985.851,49.92,248693.6026,-200.08,-0.08,116.96,0.05,-200.08,-0.08,-1025.04,-10.25
190,Entry short,2026-02-19 04:55,Short,4981.843,49.92,248693.6026,-200.08,-0.08,116.96,0.05,-200.08,-0.08,-1025.04,-10.25
191,Exit short,2026-02-19 05:15,Short Exit,4983.321,70.52,351223.6612,-200.14,-0.06,2.33,0.00,-200.14,-0.06,-1225.17,-12.25
191,Entry short,2026-02-19 05:15,Short,4980.483,70.52,351223.6612,-200.14,-0.06,2.33,0.00,-200.14,-0.06,-1225.17,-12.25
192,Exit short,2026-02-19 05:40,Short Exit,4978.928,75.15,374364.9104,198.47,0.05,198.47,0.05,-72.22,-0.02,-1026.7,-10.27
192,Entry short,2026-02-19 05:30,Short,4981.569,75.15,374364.9104,198.47,0.05,198.47,0.05,-72.22,-0.02,-1026.7,-10.27
193,Exit short,2026-02-19 07:00,Short Exit,4973.795,66.64,331667.8131,214.11,0.06,214.11,0.06,-16.79,-0.01,-812.59,-8.13
193,Entry short,2026-02-19 05:55,Short,4977.008,66.64,331667.8131,214.11,0.06,214.11,0.06,-16.79,-0.01,-812.59,-8.13
