Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
1028,Exit long,2026-05-01 07:55,Long Exit,4626.899,50.81,235292.828,-200.09,-0.09,168.08,0.07,-200.09,-0.09,2582.96,25.83
1028,Entry long,2026-05-01 06:40,Long,4630.837,50.81,235292.828,-200.09,-0.09,168.08,0.07,-200.09,-0.09,2582.96,25.83
1029,Exit short,2026-05-01 09:30,Short Exit,4619.291,43.85,202355.8228,-200.09,-0.10,25.35,0.01,-200.09,-0.10,2382.87,23.83
1029,Entry short,2026-05-01 09:20,Short,4614.728,43.85,202355.8228,-200.09,-0.10,25.35,0.01,-200.09,-0.10,2382.87,23.83
1030,Exit short,2026-05-01 13:00,Short Exit,4608.608,52.41,241737.0894,199.94,0.08,199.94,0.08,0,0.00,2582.81,25.83
1030,Entry short,2026-05-01 12:45,Short,4612.423,52.41,241737.0894,199.94,0.08,199.94,0.08,0,0.00,2582.81,25.83
1031,Exit short,2026-05-01 19:10,Short Exit,4563.953,73.09,333779.2259,199.9,0.06,199.9,0.06,-174.83,-0.05,2782.72,27.83
1031,Entry short,2026-05-01 18:55,Short,4566.688,73.09,333779.2259,199.9,0.06,199.9,0.06,-174.83,-0.05,2782.72,27.83
1032,Exit long,2026-05-01 21:25,Long Exit,4590.374,75.58,347140.6028,-200.14,-0.06,27.44,0.01,-200.14,-0.06,2582.58,25.83
1032,Entry long,2026-05-01 21:25,Long,4593.022,75.58,347140.6028,-200.14,-0.06,27.44,0.01,-200.14,-0.06,2582.58,25.83
1033,Exit long,2026-05-01 21:50,Long Exit,4617.057,13.17,60606.72009,199.92,0.33,199.92,0.33,-38.02,-0.06,2782.5,27.83
1033,Entry long,2026-05-01 21:35,Long,4601.877,13.17,60606.72009,199.92,0.33,199.92,0.33,-38.02,-0.06,2782.5,27.83
1034,Exit long,2026-05-01 22:10,Long Exit,4642.312,9.34,43159.31808,199.88,0.46,199.88,0.46,0,0.00,2982.38,29.82
1034,Entry long,2026-05-01 21:55,Long,4620.912,9.34,43159.31808,199.88,0.46,199.88,0.46,0,0.00,2982.38,29.82
1035,Exit long,2026-05-01 22:40,Long Exit,4634.684,7.84,36535.82688,-199.9,-0.55,3.16,0.01,-199.9,-0.55,2782.47,27.82
1035,Entry long,2026-05-01 22:15,Long,4660.182,7.84,36535.82688,-199.9,-0.55,3.16,0.01,-199.9,-0.55,2782.47,27.82
1036,Exit long,2026-05-02 02:00,Long Exit,4623.599,15.11,70062.60707,-200.03,-0.29,199.42,0.28,-200.03,-0.29,2582.45,25.82
1036,Entry long,2026-05-01 23:15,Long,4636.837,15.11,70062.60707,-200.03,-0.29,199.42,0.28,-200.03,-0.29,2582.45,25.82
1037,Exit short,2026-05-02 03:30,Short Exit,4621.168,61.33,283616.1692,199.94,0.07,199.94,0.07,0,0.00,2782.38,27.82
1037,Entry short,2026-05-02 03:30,Short,4624.428,61.33,283616.1692,199.94,0.07,199.94,0.07,0,0.00,2782.38,27.82
1038,Exit short,2026-05-02 04:00,Short Exit,4608.908,25.15,116113.9787,199.94,0.17,199.94,0.17,-9.86,-0.01,2982.32,29.82
1038,Entry short,2026-05-02 03:35,Short,4616.858,25.15,116113.9787,199.94,0.17,199.94,0.17,-9.86,-0.01,2982.32,29.82
1039,Exit short,2026-05-02 04:20,Short Exit,4611.911,119.68,551753.2838,-200.22,-0.04,33.87,0.01,-200.22,-0.04,2782.1,27.82
1039,Entry short,2026-05-02 04:20,Short,4610.238,119.68,551753.2838,-200.22,-0.04,33.87,0.01,-200.22,-0.04,2782.1,27.82
1040,Exit short,2026-05-04 08:00,Short Exit,4610.998,52.96,244398.3781,199.92,0.08,199.92,0.08,-121.91,-0.05,2982.02,29.82
1040,Entry short,2026-05-04 07:40,Short,4614.773,52.96,244398.3781,199.92,0.08,199.92,0.08,-121.91,-0.05,2982.02,29.82
1041,Exit short,2026-05-04 08:20,Short Exit,4604.073,32.99,152088.2877,199.92,0.13,199.92,0.13,0,0.00,3181.94,31.82
1041,Entry short,2026-05-04 08:15,Short,4610.133,32.99,152088.2877,199.92,0.13,199.92,0.13,0,0.00,3181.94,31.82
1042,Exit short,2026-05-04 10:00,Short Exit,4614.166,14.76,67905.12168,-199.97,-0.29,112.96,0.17,-199.97,-0.29,2981.97,29.82
1042,Entry short,2026-05-04 09:05,Short,4600.618,14.76,67905.12168,-199.97,-0.29,112.96,0.17,-199.97,-0.29,2981.97,29.82
1043,Exit short,2026-05-04 10:25,Short Exit,4596.933,34.98,161000.627,199.91,0.12,199.91,0.12,0,0.00,3181.89,31.82
1043,Entry short,2026-05-04 10:20,Short,4602.648,34.98,161000.627,199.91,0.12,199.91,0.12,0,0.00,3181.89,31.82
1044,Exit short,2026-05-04 10:35,Short Exit,4599.251,26.14,120024.3717,-200.05,-0.17,12.76,0.01,-200.05,-0.17,2981.84,29.82
1044,Entry short,2026-05-04 10:30,Short,4591.598,26.14,120024.3717,-200.05,-0.17,12.76,0.01,-200.05,-0.17,2981.84,29.82
1045,Exit short,2026-05-04 11:45,Short Exit,4608.121,29.51,135785.6319,-200.02,-0.15,80.06,0.06,-200.02,-0.15,2781.82,27.82
1045,Entry short,2026-05-04 11:40,Short,4601.343,29.51,135785.6319,-200.02,-0.15,80.06,0.06,-200.02,-0.15,2781.82,27.82
1046,Exit short,2026-05-04 14:35,Short Exit,4586.348,20.88,95962.87224,199.93,0.21,199.93,0.21,-128.87,-0.13,2981.74,29.82
1046,Entry short,2026-05-04 13:30,Short,4595.923,20.88,95962.87224,199.93,0.21,199.93,0.21,-128.87,-0.13,2981.74,29.82
1047,Exit short,2026-05-04 16:25,Short Exit,4574.298,29.51,135187.4642,199.93,0.15,199.93,0.15,-8.62,-0.01,3181.67,31.82
1047,Entry short,2026-05-04 15:55,Short,4581.073,29.51,135187.4642,199.93,0.15,199.93,0.15,-8.62,-0.01,3181.67,31.82
1048,Exit short,2026-05-04 17:35,Short Exit,4583.621,74.59,341691.1212,-201.17,-0.06,30.88,0.01,-201.17,-0.06,2980.5,29.81
1048,Entry short,2026-05-04 17:25,Short,4580.924,74.59,341691.1212,-201.17,-0.06,30.88,0.01,-201.17,-0.06,2980.5,29.81
1049,Exit short,2026-05-04 17:50,Short Exit,4577.918,61.7,282657.4486,199.91,0.07,199.91,0.07,-69.23,-0.02,3180.41,31.80
1049,Entry short,2026-05-04 17:45,Short,4581.158,61.7,282657.4486,199.91,0.07,199.91,0.07,-69.23,-0.02,3180.41,31.80
1050,Exit short,2026-05-04 17:55,Short Exit,4573.398,45.03,206140.0451,199.93,0.10,199.93,0.10,0,0.00,3380.35,33.80
1050,Entry short,2026-05-04 17:55,Short,4577.838,45.03,206140.0451,199.93,0.10,199.93,0.10,0,0.00,3380.35,33.80
1051,Exit short,2026-05-04 18:20,Short Exit,4526.518,8.07,36728.77311,199.77,0.54,199.77,0.54,0,0.00,3580.12,35.80
1051,Entry short,2026-05-04 18:05,Short,4551.273,8.07,36728.77311,199.77,0.54,199.77,0.54,0,0.00,3580.12,35.80
1052,Exit short,2026-05-04 19:00,Short Exit,4566.691,39.05,178129.2304,-200.05,-0.11,43.85,0.02,-200.05,-0.11,3380.06,33.80
1052,Entry short,2026-05-04 18:55,Short,4561.568,39.05,178129.2304,-200.05,-0.11,43.85,0.02,-200.05,-0.11,3380.06,33.80
1053,Exit short,2026-05-04 19:30,Short Exit,4558.298,36.79,167899.7371,199.95,0.12,199.95,0.12,0,0.00,3580.02,35.80
1053,Entry short,2026-05-04 19:25,Short,4563.733,36.79,167899.7371,199.95,0.12,199.95,0.12,0,0.00,3580.02,35.80
1054,Exit short,2026-05-04 19:55,Short Exit,4562.986,32.4,147640.7412,-200.01,-0.14,171.66,0.12,-200.01,-0.14,3380.01,33.80
1054,Entry short,2026-05-04 19:35,Short,4556.813,32.4,147640.7412,-200.01,-0.14,171.66,0.12,-200.01,-0.14,3380.01,33.80
1055,Exit short,2026-05-04 22:20,Short Exit,4575.946,16.02,73106.67726,-199.98,-0.27,160.57,0.22,-199.98,-0.27,3180.04,31.80
1055,Entry short,2026-05-04 21:15,Short,4563.463,16.02,73106.67726,-199.98,-0.27,160.57,0.22,-199.98,-0.27,3180.04,31.80
1056,Exit short,2026-05-04 23:20,Short Exit,4536.298,16.78,76319.01414,199.93,0.26,199.93,0.26,0,0.00,3379.97,33.80
1056,Entry short,2026-05-04 23:15,Short,4548.213,16.78,76319.01414,199.93,0.26,199.93,0.26,0,0.00,3379.97,33.80
1057,Exit short,2026-05-05 00:05,Short Exit,4510.883,16.42,74268.61236,199.91,0.27,199.91,0.27,-121.46,-0.16,3579.88,35.80
1057,Entry short,2026-05-04 23:50,Short,4523.058,16.42,74268.61236,199.91,0.27,199.91,0.27,-121.46,-0.16,3579.88,35.80
1058,Exit short,2026-05-05 02:15,Short Exit,4518.088,45.65,206450.6642,199.95,0.10,199.95,0.10,-151.65,-0.07,3779.83,37.80
1058,Entry short,2026-05-05 01:50,Short,4522.468,45.65,206450.6642,199.95,0.10,199.95,0.10,-151.65,-0.07,3779.83,37.80
1059,Exit short,2026-05-05 02:25,Short Exit,4513.498,59.68,269565.4886,199.93,0.07,199.93,0.07,0,0.00,3979.76,39.80
1059,Entry short,2026-05-05 02:20,Short,4516.848,59.68,269565.4886,199.93,0.07,199.93,0.07,0,0.00,3979.76,39.80
1060,Exit short,2026-05-05 03:55,Short Exit,4516.143,79.64,359865.5249,199.9,0.06,199.9,0.06,0,0.00,4179.65,41.80
1060,Entry short,2026-05-05 03:55,Short,4518.653,79.64,359865.5249,199.9,0.06,199.9,0.06,0,0.00,4179.65,41.80
1061,Exit short,2026-05-05 04:40,Short Exit,4518.376,47.32,213609.4834,-200.07,-0.09,101.41,0.05,-200.07,-0.09,3979.59,39.80
1061,Entry short,2026-05-05 04:05,Short,4514.148,47.32,213609.4834,-200.07,-0.09,101.41,0.05,-200.07,-0.09,3979.59,39.80
1062,Exit short,2026-05-05 06:45,Short Exit,4517.563,109.52,494963.3738,199.87,0.04,199.87,0.04,-133.83,-0.03,4179.46,41.79
1062,Entry short,2026-05-05 06:40,Short,4519.388,109.52,494963.3738,199.87,0.04,199.87,0.04,-133.83,-0.03,4179.46,41.79
1063,Exit short,2026-05-05 08:00,Short Exit,4521.336,68.58,309873.1064,-200.12,-0.06,68.44,0.02,-200.12,-0.06,3979.34,39.79
1063,Entry short,2026-05-05 07:45,Short,4518.418,68.58,309873.1064,-200.12,-0.06,68.44,0.02,-200.12,-0.06,3979.34,39.79
1064,Exit long,2026-05-05 10:40,Long Exit,4544.372,21.16,95958.94952,199.96,0.21,199.96,0.21,-30.3,-0.03,4179.3,41.79
1064,Entry long,2026-05-05 09:05,Long,4534.922,21.16,95958.94952,199.96,0.21,199.96,0.21,-30.3,-0.03,4179.3,41.79
1065,Exit long,2026-05-05 10:50,Long Exit,4542.129,50.17,228078.6899,-200.08,-0.09,41.29,0.02,-200.08,-0.09,3979.23,39.79
1065,Entry long,2026-05-05 10:45,Long,4546.117,50.17,228078.6899,-200.08,-0.09,41.29,0.02,-200.08,-0.09,3979.23,39.79
1066,Exit long,2026-05-05 11:20,Long Exit,4537.674,57.62,261660.8901,-200.11,-0.08,96.4,0.04,-200.11,-0.08,3779.11,37.79
1066,Entry long,2026-05-05 11:05,Long,4541.147,57.62,261660.8901,-200.11,-0.08,96.4,0.04,-200.11,-0.08,3779.11,37.79
1067,Exit long,2026-05-05 13:05,Long Exit,4537.967,61.23,277660.3545,199.36,0.07,199.36,0.07,-198.45,-0.07,3978.48,39.78
1067,Entry long,2026-05-05 12:50,Long,4534.711,61.23,277660.3545,199.36,0.07,199.36,0.07,-198.45,-0.07,3978.48,39.78
1068,Exit long,2026-05-05 13:30,Long Exit,4542.812,66.09,300034.5228,199.92,0.07,199.92,0.07,-115.46,-0.04,4178.4,41.78
1068,Entry long,2026-05-05 13:25,Long,4539.787,66.09,300034.5228,199.92,0.07,199.92,0.07,-115.46,-0.04,4178.4,41.78
1069,Exit long,2026-05-05 14:15,Long Exit,4539.709,25.44,115690.2317,-200.03,-0.17,113.16,0.10,-200.03,-0.17,3978.36,39.78
1069,Entry long,2026-05-05 13:35,Long,4547.572,25.44,115690.2317,-200.03,-0.17,113.16,0.10,-200.03,-0.17,3978.36,39.78
1070,Exit long,2026-05-05 15:00,Long Exit,4552.177,25.29,114924.6389,199.92,0.17,199.92,0.17,0,0.00,4178.28,41.78
1070,Entry long,2026-05-05 14:35,Long,4544.272,25.29,114924.6389,199.92,0.17,199.92,0.17,0,0.00,4178.28,41.78
1071,Exit long,2026-05-05 15:45,Long Exit,4547.794,30.16,137361.5183,-200.05,-0.15,121.79,0.09,-200.05,-0.15,3978.23,39.78
1071,Entry long,2026-05-05 15:05,Long,4554.427,30.16,137361.5183,-200.05,-0.15,121.79,0.09,-200.05,-0.15,3978.23,39.78
1072,Exit long,2026-05-05 16:50,Long Exit,4555.022,42.86,195028.301,199.94,0.10,199.94,0.10,-157.17,-0.08,4178.17,41.78
1072,Entry long,2026-05-05 16:05,Long,4550.357,42.86,195028.301,199.94,0.10,199.94,0.10,-157.17,-0.08,4178.17,41.78
1073,Exit long,2026-05-05 17:30,Long Exit,4551.854,33.52,152778.1934,-200.05,-0.13,87.92,0.06,-200.05,-0.13,3978.13,39.78
1073,Entry long,2026-05-05 16:55,Long,4557.822,33.52,152778.1934,-200.05,-0.13,87.92,0.06,-200.05,-0.13,3978.13,39.78
1074,Exit long,2026-05-05 18:05,Long Exit,4553.504,61.05,278191.5411,-200.12,-0.07,22.77,0.01,-200.12,-0.07,3778,37.78
1074,Entry long,2026-05-05 18:00,Long,4556.782,61.05,278191.5411,-200.12,-0.07,22.77,0.01,-200.12,-0.07,3778,37.78
1075,Exit long,2026-05-05 20:00,Long Exit,4556.129,23.11,105492.112,-199.97,-0.19,2.03,0.00,-199.97,-0.19,3578.03,35.78
1075,Entry long,2026-05-05 19:45,Long,4564.782,23.11,105492.112,-199.97,-0.19,2.03,0.00,-199.97,-0.19,3578.03,35.78
1076,Exit long,2026-05-05 20:50,Long Exit,4561.794,19.1,87330.2042,-199.94,-0.23,44.56,0.05,-199.94,-0.23,3378.09,33.78
1076,Entry long,2026-05-05 20:25,Long,4572.262,19.1,87330.2042,-199.94,-0.23,44.56,0.05,-199.94,-0.23,3378.09,33.78
1077,Exit long,2026-05-05 22:25,Long Exit,4586.262,18.31,83774.51202,199.95,0.24,199.95,0.24,-171.33,-0.20,3578.04,35.78
1077,Entry long,2026-05-05 21:05,Long,4575.342,18.31,83774.51202,199.95,0.24,199.95,0.24,-171.33,-0.20,3578.04,35.78
1078,Exit long,2026-05-05 23:00,Long Exit,4578.359,47.83,219182.9839,-200.07,-0.09,62.56,0.03,-200.07,-0.09,3377.97,33.78
1078,Entry long,2026-05-05 23:00,Long,4582.542,47.83,219182.9839,-200.07,-0.09,62.56,0.03,-200.07,-0.09,3377.97,33.78
1079,Exit long,2026-05-05 23:35,Long Exit,4575.434,48.76,223298.2241,-200.06,-0.09,71.58,0.03,-200.06,-0.09,3177.9,31.78
1079,Entry long,2026-05-05 23:30,Long,4579.537,48.76,223298.2241,-200.06,-0.09,71.58,0.03,-200.06,-0.09,3177.9,31.78
1080,Exit short,2026-05-06 02:40,Short Exit,4562.511,58.54,266889.3042,-200.09,-0.07,90.33,0.03,-200.09,-0.07,2977.81,29.78
1080,Entry short,2026-05-06 02:35,Short,4559.093,58.54,266889.3042,-200.09,-0.07,90.33,0.03,-200.09,-0.07,2977.81,29.78
1081,Exit short,2026-05-06 03:10,Short Exit,4557.633,69.06,314950.0637,199.93,0.06,199.93,0.06,-65.05,-0.02,3177.74,31.78
1081,Entry short,2026-05-06 02:55,Short,4560.528,69.06,314950.0637,199.93,0.06,199.93,0.06,-65.05,-0.02,3177.74,31.78
1082,Exit short,2026-05-06 03:50,Short Exit,4554.728,93.85,427661.1233,199.9,0.05,199.9,0.05,-192.11,-0.04,3377.64,33.78
1082,Entry short,2026-05-06 03:25,Short,4556.858,93.85,427661.1233,199.9,0.05,199.9,0.05,-192.11,-0.04,3377.64,33.78
1083,Exit short,2026-05-06 04:25,Short Exit,4558.886,43.46,197929.1392,-200.05,-0.10,115.52,0.06,-200.05,-0.10,3177.6,31.78
1083,Entry short,2026-05-06 03:55,Short,4554.283,43.46,197929.1392,-200.05,-0.10,115.52,0.06,-200.05,-0.10,3177.6,31.78
1084,Exit short,2026-05-06 06:00,Short Exit,4552.07,97.27,443146.8486,367,0.08,367,0.08,-183.06,-0.04,3544.6,35.45
1084,Entry short,2026-05-06 04:40,Short,4555.843,97.27,443146.8486,367,0.08,367,0.08,-183.06,-0.04,3544.6,35.45
1085,Exit short,2026-05-06 06:30,Short Exit,4546.368,83.64,380458.1191,199.9,0.05,199.9,0.05,-103.88,-0.03,3744.5,37.44
1085,Entry short,2026-05-06 06:20,Short,4548.758,83.64,380458.1191,199.9,0.05,199.9,0.05,-103.88,-0.03,3744.5,37.44
1086,Exit short,2026-05-06 06:50,Short Exit,4550.971,90.86,413298.4255,-202.8,-0.05,143.47,0.03,-202.8,-0.05,3541.7,35.42
1086,Entry short,2026-05-06 06:45,Short,4548.739,90.86,413298.4255,-202.8,-0.05,143.47,0.03,-202.8,-0.05,3541.7,35.42
1087,Exit long,2026-05-06 07:45,Long Exit,4591.247,53.39,244926.7318,199.95,0.08,199.95,0.08,-148.53,-0.06,3741.64,37.42
1087,Entry long,2026-05-06 07:40,Long,4587.502,53.39,244926.7318,199.95,0.08,199.95,0.08,-148.53,-0.06,3741.64,37.42
1088,Exit long,2026-05-06 13:55,Long Exit,4657.327,32.99,153445.2983,199.92,0.13,199.92,0.13,-52.03,-0.03,3941.56,39.42
1088,Entry long,2026-05-06 13:45,Long,4651.267,32.99,153445.2983,199.92,0.13,199.92,0.13,-52.03,-0.03,3941.56,39.42
1089,Exit long,2026-05-06 15:45,Long Exit,4675.822,16.84,78540.95168,199.89,0.25,199.89,0.25,-115.89,-0.15,4141.45,41.41
1089,Entry long,2026-05-06 14:00,Long,4663.952,16.84,78540.95168,199.89,0.25,199.89,0.25,-115.89,-0.15,4141.45,41.41
1090,Exit long,2026-05-06 16:50,Long Exit,4684.712,27.77,129894.5082,199.94,0.15,199.94,0.15,-162.65,-0.13,4341.4,43.41
1090,Entry long,2026-05-06 15:50,Long,4677.512,27.77,129894.5082,199.94,0.15,199.94,0.15,-162.65,-0.13,4341.4,43.41
1091,Exit short,2026-05-07 02:15,Short Exit,4688.966,35.9,168133.8087,-200.07,-0.12,152.5,0.09,-200.07,-0.12,4141.33,41.41
1091,Entry short,2026-05-07 00:55,Short,4683.393,35.9,168133.8087,-200.07,-0.12,152.5,0.09,-200.07,-0.12,4141.33,41.41
1092,Exit long,2026-05-07 04:10,Long Exit,4698.087,71.02,333461.6974,196.44,0.06,196.44,0.06,-42.68,-0.01,4337.77,43.38
1092,Entry long,2026-05-07 04:05,Long,4695.321,71.02,333461.6974,196.44,0.06,196.44,0.06,-42.68,-0.01,4337.77,43.38
1093,Exit long,2026-05-07 06:15,Long Exit,4699.142,46.82,219813.907,199.92,0.09,199.92,0.09,0,0.00,4537.69,45.38
1093,Entry long,2026-05-07 06:10,Long,4694.872,46.82,219813.907,199.92,0.09,199.92,0.09,0,0.00,4537.69,45.38
1094,Exit long,2026-05-07 06:25,Long Exit,4696.399,59.59,280058.5196,-200.1,-0.07,10.61,0.00,-200.1,-0.07,4337.59,43.38
1094,Entry long,2026-05-07 06:20,Long,4699.757,59.59,280058.5196,-200.1,-0.07,10.61,0.00,-200.1,-0.07,4337.59,43.38
1095,Exit long,2026-05-07 06:55,Long Exit,4694.499,51.93,243985.4194,-200.09,-0.08,72.34,0.03,-200.09,-0.08,4137.5,41.37
1095,Entry long,2026-05-07 06:35,Long,4698.352,51.93,243985.4194,-200.09,-0.08,72.34,0.03,-200.09,-0.08,4137.5,41.37
1096,Exit long,2026-05-07 07:10,Long Exit,4694.259,70.15,329502.4068,-200.14,-0.06,99.47,0.03,-200.14,-0.06,3937.36,39.37
1096,Entry long,2026-05-07 07:05,Long,4697.112,70.15,329502.4068,-200.14,-0.06,99.47,0.03,-200.14,-0.06,3937.36,39.37
1097,Exit long,2026-05-07 08:00,Long Exit,4696.659,79.49,373537.5797,-200.16,-0.05,125.44,0.03,-200.16,-0.05,3737.21,37.37
1097,Entry long,2026-05-07 08:00,Long,4699.177,79.49,373537.5797,-200.16,-0.05,125.44,0.03,-200.16,-0.05,3737.21,37.37
1098,Exit long,2026-05-07 10:10,Long Exit,4705.209,24.19,114019.0086,-200,-0.18,194.8,0.17,-200,-0.18,3537.2,35.37
1098,Entry long,2026-05-07 09:40,Long,4713.477,24.19,114019.0086,-200,-0.18,194.8,0.17,-200,-0.18,3537.2,35.37
1099,Exit long,2026-05-07 11:25,Long Exit,4705.014,55.54,261516.5882,-200.11,-0.08,11.27,0.00,-200.11,-0.08,3337.09,33.37
1099,Entry long,2026-05-07 11:20,Long,4708.617,55.54,261516.5882,-200.11,-0.08,11.27,0.00,-200.11,-0.08,3337.09,33.37
1100,Exit short,2026-05-07 13:30,Short Exit,4701.001,39.91,187416.8811,-200.07,-0.11,43.02,0.02,-200.07,-0.11,3137.02,31.37
1100,Entry short,2026-05-07 13:20,Short,4695.988,39.91,187416.8811,-200.07,-0.11,43.02,0.02,-200.07,-0.11,3137.02,31.37
1101,Exit long,2026-05-07 14:30,Long Exit,4718.882,42.95,202476.0497,199.93,0.10,199.93,0.10,0,0.00,3336.96,33.37
1101,Entry long,2026-05-07 14:25,Long,4714.227,42.95,202476.0497,199.93,0.10,199.93,0.10,0,0.00,3336.96,33.37
1102,Exit long,2026-05-07 16:05,Long Exit,4752.032,11.1,52547.5887,199.97,0.38,199.97,0.38,-27.61,-0.05,3536.92,35.37
1102,Entry long,2026-05-07 14:35,Long,4734.017,11.1,52547.5887,199.97,0.38,199.97,0.38,-27.61,-0.05,3536.92,35.37
1103,Exit long,2026-05-07 16:25,Long Exit,4735.559,44.28,209890.6096,-200.06,-0.10,100.43,0.05,-200.06,-0.10,3336.86,33.37
1103,Entry long,2026-05-07 16:25,Long,4740.077,44.28,209890.6096,-200.06,-0.10,100.43,0.05,-200.06,-0.10,3336.86,33.37
1104,Exit long,2026-05-07 18:15,Long Exit,4732.624,78.24,370480.6397,-200.14,-0.05,95.69,0.03,-200.14,-0.05,3136.73,31.37
1104,Entry long,2026-05-07 18:15,Long,4735.182,78.24,370480.6397,-200.14,-0.05,95.69,0.03,-200.14,-0.05,3136.73,31.37
1105,Exit long,2026-05-07 19:10,Long Exit,4729.919,23.41,110927.3954,-199.99,-0.18,32.26,0.03,-199.99,-0.18,2936.74,29.37
1105,Entry long,2026-05-07 18:40,Long,4738.462,23.41,110927.3954,-199.99,-0.18,32.26,0.03,-199.99,-0.18,2936.74,29.37
1106,Exit long,2026-05-07 19:55,Long Exit,4742.037,30.45,144195.1224,199.9,0.14,199.9,0.14,-142.41,-0.10,3136.64,31.37
1106,Entry long,2026-05-07 19:25,Long,4735.472,30.45,144195.1224,199.9,0.14,199.9,0.14,-142.41,-0.10,3136.64,31.37
1107,Exit long,2026-05-07 20:20,Long Exit,4738.544,38.01,180312.1041,-200.05,-0.11,131.25,0.07,-200.05,-0.11,2936.59,29.37
1107,Entry long,2026-05-07 20:00,Long,4743.807,38.01,180312.1041,-200.05,-0.11,131.25,0.07,-200.05,-0.11,2936.59,29.37
1108,Exit long,2026-05-07 21:05,Long Exit,4737.444,16.51,78415.18607,-199.99,-0.26,51.73,0.07,-199.99,-0.26,2736.61,27.37
1108,Entry long,2026-05-07 20:35,Long,4749.557,16.51,78415.18607,-199.99,-0.26,51.73,0.07,-199.99,-0.26,2736.61,27.37
1109,Exit long,2026-05-07 21:30,Long Exit,4751.172,31.14,147751.5773,199.92,0.14,199.92,0.14,-75.89,-0.05,2936.53,29.37
1109,Entry long,2026-05-07 21:25,Long,4744.752,31.14,147751.5773,199.92,0.14,199.92,0.14,-75.89,-0.05,2936.53,29.37
1110,Exit long,2026-05-07 22:30,Long Exit,4750.484,25.52,121432.3774,-200.03,-0.16,32.49,0.03,-200.03,-0.16,2736.5,27.37
1110,Entry long,2026-05-07 22:25,Long,4758.322,25.52,121432.3774,-200.03,-0.16,32.49,0.03,-200.03,-0.16,2736.5,27.37
1111,Exit long,2026-05-07 22:50,Long Exit,4760.452,31.19,148278.57,199.93,0.13,199.93,0.13,-114.69,-0.08,2936.43,29.36
1111,Entry long,2026-05-07 22:40,Long,4754.042,31.19,148278.57,199.93,0.13,199.93,0.13,-114.69,-0.08,2936.43,29.36
1112,Exit long,2026-05-07 23:00,Long Exit,4760.384,62.57,298057.3257,-200.1,-0.07,82.78,0.03,-200.1,-0.07,2736.33,27.36
1112,Entry long,2026-05-07 23:00,Long,4763.582,62.57,298057.3257,-200.1,-0.07,82.78,0.03,-200.1,-0.07,2736.33,27.36
1113,Exit short,2026-05-08 00:10,Short Exit,4714.968,26.84,126749.6991,199.96,0.16,199.96,0.16,0,0.00,2936.29,29.36
1113,Entry short,2026-05-08 00:05,Short,4722.418,26.84,126749.6991,199.96,0.16,199.96,0.16,0,0.00,2936.29,29.36
1114,Exit short,2026-05-08 02:25,Short Exit,4712.606,34.8,163798.6584,-200.03,-0.12,49.35,0.03,-200.03,-0.12,2736.26,27.36
1114,Entry short,2026-05-08 02:05,Short,4706.858,34.8,163798.6584,-200.03,-0.12,49.35,0.03,-200.03,-0.12,2736.26,27.36
1115,Exit short,2026-05-08 04:00,Short Exit,4714.776,17.42,81931.36406,-200.03,-0.24,135.14,0.16,-200.03,-0.24,2536.22,25.36
1115,Entry short,2026-05-08 02:45,Short,4703.293,17.42,81931.36406,-200.03,-0.24,135.14,0.16,-200.03,-0.24,2536.22,25.36
1116,Exit short,2026-05-08 09:00,Short Exit,4714.191,12.32,57878.84256,-199.99,-0.35,196.05,0.34,-199.99,-0.35,2336.23,23.36
1116,Entry short,2026-05-08 04:40,Short,4697.958,12.32,57878.84256,-199.99,-0.35,196.05,0.34,-199.99,-0.35,2336.23,23.36
1117,Exit long,2026-05-08 09:20,Long Exit,4711.539,29.89,141027.9545,-200.05,-0.14,31.92,0.02,-200.05,-0.14,2136.18,21.36
1117,Entry long,2026-05-08 09:20,Long,4718.232,29.89,141027.9545,-200.05,-0.14,31.92,0.02,-200.05,-0.14,2136.18,21.36
1118,Exit long,2026-05-08 09:45,Long Exit,4716.382,42.72,201283.9094,199.93,0.10,199.93,0.10,0,0.00,2336.11,23.36
1118,Entry long,2026-05-08 09:45,Long,4711.702,42.72,201283.9094,199.93,0.10,199.93,0.10,0,0.00,2336.11,23.36
1119,Exit long,2026-05-08 10:00,Long Exit,4729.597,21.81,102952.6219,199.89,0.19,199.89,0.19,0,0.00,2536,25.36
1119,Entry long,2026-05-08 09:50,Long,4720.432,21.81,102952.6219,199.89,0.19,199.89,0.19,0,0.00,2536,25.36
1120,Exit long,2026-05-08 10:30,Long Exit,4719.829,56.96,269041.5603,-200.1,-0.07,35.77,0.01,-200.1,-0.07,2335.9,23.36
1120,Entry long,2026-05-08 10:25,Long,4723.342,56.96,269041.5603,-200.1,-0.07,35.77,0.01,-200.1,-0.07,2335.9,23.36
1121,Exit long,2026-05-08 11:30,Long Exit,4725.062,24.47,115423.791,198.48,0.17,198.48,0.17,-135.71,-0.12,2534.37,25.34
1121,Entry long,2026-05-08 10:50,Long,4716.951,24.47,115423.791,198.48,0.17,198.48,0.17,-135.71,-0.12,2534.37,25.34
